kilavuz_kodu,yil,universite_adi,birim_adi,2024_gerceklesen_siralama,2025_gerceklesen_siralama,2026_tahmini_siralama,2026_guven_alt_sinir,2026_guven_ust_sinir,tahmini_siralama_degisimi
104350436,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Bilgisayar Programcılığı,1599736.0,1466355.0,1404615,962083,1513053,61740.0
104350454,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Biyomedikal Cihaz Teknolojisi,1374278.0,1146392.0,1127118,851769,1266191,19274.0
104350499,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Mekatronik,1702428.0,1419891.0,1460713,997333,1598999,-40822.0
104350533,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Bilgisayar Programcılığı,1399924.0,1317531.0,1230442,876360,1352034,87089.0
104350551,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Tıbbi Dokümantasyon ve Sekreterlik,740690.0,622975.0,585247,492647,707282,37728.0
104350639,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Bilgisayar Programcılığı,1572302.0,1462199.0,1375080,942989,1478800,87119.0
104350709,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Bankacılık ve Sigortacılık,1751361.0,1346125.0,1320491,960503,1550072,25634.0
104350718,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Bankacılık ve Sigortacılık,1899726.0,1554126.0,1579528,1020871,1689362,-25402.0
104350727,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Muhasebe ve Vergi Uygulamaları,1651609.0,1187122.0,1191605,928953,1496256,-4483.0
104350745,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Muhasebe ve Vergi Uygulamaları,1714610.0,1370588.0,1417122,994234,1605626,-46534.0
104350763,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Muhasebe ve Vergi Uygulamaları,1920048.0,1569154.0,1634430,1052560,1720733,-65276.0
104350772,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Muhasebe ve Vergi Uygulamaları,1873719.0,1504455.0,1584400,1025791,1708496,-79945.0
104350806,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,İşletme Yönetimi,1756685.0,1338277.0,1319740,975462,1558739,18537.0
104350833,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,İşletme Yönetimi,1925781.0,1674891.0,1638815,1039407,1737276,36076.0
104350896,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Elektronik Haberleşme Teknolojisi,1745357.0,1527465.0,1507377,1029750,1641121,20088.0
104350948,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Bilgisayar Programcılığı,1349625.0,1223596.0,1177944,860602,1361667,45652.0
104350957,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Sağlık Kurumları İşletmeciliği,1629845.0,1234899.0,1285890,957697,1456111,-50991.0
104350966,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,İnşaat Teknolojisi,1798415.0,1327728.0,1378593,994313,1549137,-50865.0
104350975,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Makine,1491525.0,1285395.0,1277570,927757,1453455,7825.0
104350984,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Elektronik Teknolojisi,1538361.0,1266586.0,1300905,934738,1468636,-34319.0
104351001,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Halkla İlişkiler ve Tanıtım,1889022.0,1640732.0,1637060,1055123,1714430,3672.0
104351064,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Lojistik,1849230.0,1640628.0,1676839,1065821,1760191,-36211.0
104351073,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Büro Yönetimi ve Yönetici Asistanlığı,1465556.0,1053450.0,1093364,852184,1444746,-39914.0
104351082,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Büro Yönetimi ve Yönetici Asistanlığı,1686138.0,1326124.0,1382215,989684,1588347,-56091.0
104351125,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Grafik Tasarımı,1772834.0,1650978.0,1549355,1053275,1644294,101623.0
104351134,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Ormancılık ve Orman Ürünleri,1115710.0,947101.0,891458,760222,1091496,55643.0
104351143,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Mekatronik,1721214.0,1454224.0,1467107,1007302,1613978,-12883.0
104351152,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Bankacılık ve Sigortacılık,1853203.0,1466119.0,1471314,1005550,1619869,-5195.0
104351179,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Gıda Teknolojisi,1945353.0,1661217.0,1657551,1055818,1732691,3666.0
104351249,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Moda Tasarımı,1743115.0,1552902.0,1523965,1034651,1643877,28937.0
104351258,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Büro Yönetimi ve Yönetici Asistanlığı,1783190.0,1431572.0,1480855,1010523,1649953,-49283.0
104351267,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Bilgisayar Programcılığı,1553552.0,1422977.0,1352308,933881,1472600,70669.0
104351301,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Sağlık Kurumları İşletmeciliği,1776663.0,1367568.0,1401157,1001068,1551530,-33589.0
104351319,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Tıbbi Tanıtım ve Pazarlama,1863758.0,1563849.0,1624039,1052509,1698773,-60190.0
104351328,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Bankacılık ve Sigortacılık,1907508.0,1561848.0,1533805,1025040,1648503,28043.0
104351337,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Çocuk Gelişimi,1392008.0,1082379.0,1050368,805294,1262216,32011.0
104351346,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Laboratuvar Teknolojisi,1141798.0,995334.0,962421,759863,1142301,32913.0
104351364,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Avcılık ve Yaban Hayatı,1431297.0,1330381.0,1224426,899161,1407841,105955.0
104351373,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Sosyal Güvenlik,1860434.0,1661709.0,1613526,1049437,1691809,48183.0
104351382,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,İlk ve Acil Yardım,548671.0,439219.0,428636,391038,505587,10583.0
104351391,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Ormancılık ve Orman Ürünleri,943200.0,794924.0,799204,673390,943927,-4280.0
104351407,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Evde Hasta Bakımı,885417.0,868263.0,791173,660088,1021605,77090.0
104351416,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Sosyal Hizmetler,1580781.0,1266649.0,1201952,910977,1378295,64697.0
104351425,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Çocuk Gelişimi,1416125.0,1141177.0,1063278,803259,1294996,77899.0
104351452,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Posta Hizmetleri,1995248.0,1773205.0,1765305,1118271,1833180,7900.0
104351461,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Çağrı Merkezi Hizmetleri,1866507.0,1539045.0,1619695,1065012,1690696,-80650.0
104351479,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Yaşlı Bakımı,1141967.0,1009152.0,1013100,786583,1340363,-3948.0
104351488,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Grafik Tasarımı,1723283.0,1614515.0,1506889,1028451,1624208,107626.0
104351504,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Özel Güvenlik ve Koruma,1325311.0,1209466.0,1141509,855158,1367817,67957.0
104351513,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Engelli Bakımı ve Rehabilitasyon,1506743.0,1217084.0,1298663,934008,1501818,-81579.0
104351522,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Mimari Restorasyon,1966108.0,1716782.0,1709565,1107834,1779379,7217.0
104390071,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Laborant ve Veteriner Sağlık,1398170.0,1213638.0,1215731,882884,1345972,-2093.0
104390072,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Halkla İlişkiler ve Tanıtım,1953780.0,1678235.0,1709415,1077837,1775004,-31180.0
104390073,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Sivil Savunma ve İtfaiyecilik,1075124.0,900213.0,955253,768394,1077594,-55040.0
104390074,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Tapu ve Kadastro,1441330.0,1143884.0,1236087,887532,1397765,-92203.0
104390075,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Halkla İlişkiler ve Reklamcılık,957754.0,807737.0,778755,614295,969924,28982.0
104390076,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Fizyoterapi ve Rehabilitasyon,365046.0,307460.0,313890,266461,491748,-6430.0
104390077,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Acil Yardım ve Afet Yönetimi,521961.0,520111.0,479172,412008,672556,40939.0
104390078,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Çağrı Merkezi Hizmetleri,1792771.0,1550904.0,1570879,1051124,1673180,-19975.0
104390079,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Ağız ve Diş Sağlığı,528717.0,457000.0,458268,387225,572288,-1268.0
104390080,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Ameliyathane Hizmetleri,640050.0,560297.0,556765,473275,692773,3532.0
104390081,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Patoloji Laboratuvar Teknikleri,745044.0,629016.0,648310,525904,757595,-19294.0
104390082,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Tıbbi Laboratuvar Teknikleri,603637.0,495575.0,514522,464800,642259,-18947.0
104390084,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Fizyoterapi,789331.0,684430.0,642366,553443,741358,42064.0
104390094,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Gastronomi ve Mutfak Sanatları,188303.0,188181.0,162707,121712,287709,25474.0
104390096,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,İç Mekan Tasarımı,1606816.0,1342165.0,1289831,921925,1432624,52334.0
104390103,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Doğalgaz ve Tesisatı Teknolojisi,1868398.0,1572509.0,1602945,1027234,1705606,-30436.0
104390106,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Çocuk Koruma ve Bakım Hizmetleri,1549984.0,1331786.0,1311167,925189,1469031,20619.0
104390107,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Sivil Havacılık Kabin Hizmetleri,898683.0,715946.0,797689,664074,960319,-81743.0
104390108,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Sağlık Turizmi İşletmeciliği,1828774.0,1554005.0,1531450,1029868,1620240,22555.0
104390109,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Eczane Hizmetleri,770595.0,638860.0,605584,533416,717273,33276.0
104390110,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Saç Bakımı ve Güzellik Hizmetleri,1236867.0,1040940.0,1031369,806305,1185019,9571.0
104390116,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,İletişim ve Tasarımı,1015948.0,899150.0,902269,675279,1082096,-3119.0
104390117,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,İngilizce Öğretmenliği,24978.0,21363.0,25510,18299,184321,-4147.0
104390118,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Özel Eğitim Öğretmenliği,9873.0,9195.0,14245,6884,199044,-5050.0
104390119,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Beslenme ve Diyetetik,350649.0,326270.0,324502,274080,518177,1768.0
104390120,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,İslami İlimler,738922.0,904797.0,676341,482940,934517,228456.0
104390158,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Hemşirelik,210376.0,178707.0,185567,153399,279898,-6860.0
104390159,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Türk Dili ve Edebiyatı,604539.0,615700.0,589970,437542,808129,25730.0
104390160,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Hukuk,56481.0,32652.0,46549,31562,215807,-13897.0
104390161,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,İslami İlimler (M.T.O.K.),756204.0,778880.0,721325,525235,997888,57555.0
104390163,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Rekreasyon Yönetimi,1058816.0,935793.0,866400,703882,1059306,69393.0
104390164,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Zootekni,735659.0,686924.0,700226,536765,854795,-13302.0
104390166,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Evde Hasta Bakımı,824247.0,784794.0,729508,597500,945308,55286.0
104390167,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Optisyenlik,914903.0,797910.0,801193,647064,905025,-3283.0
104390169,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Hibrid ve Elektrikli Taşıtlar Teknolojisi,1148268.0,1084597.0,1022657,760839,1128814,61940.0
104390176,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Aşçılık,995400.0,892760.0,872590,695205,990136,20170.0
104390183,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Ceza İnfaz ve Güvenlik Hizmetleri,844731.0,748027.0,739164,611080,832683,8863.0
104390190,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Mahkeme Büro Hizmetleri,989857.0,787207.0,830953,661152,967752,-43746.0
104390197,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Eczacılık,56371.0,49600.0,51732,45143,197827,-2132.0
104390225,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Kimya Teknolojisi,1643832.0,1300013.0,1385846,958040,1569529,-85833.0
104390232,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,Tekstil Teknolojisi,1833545.0,1756082.0,1606278,1034363,1733467,149804.0
104410048,2025,GEBZE TEKNİK ÜNİVERSİTESİ,Elektronik Mühendisliği,40203.0,38560.0,37473,32561,183886,1087.0
104410057,2025,GEBZE TEKNİK ÜNİVERSİTESİ,Malzeme Bilimi ve Mühendisliği,106732.0,87542.0,91736,85336,212917,-4194.0
104410066,2025,GEBZE TEKNİK ÜNİVERSİTESİ,Mimarlık,119386.0,114262.0,104789,94255,222813,9473.0
104410075,2025,GEBZE TEKNİK ÜNİVERSİTESİ,İşletme,180165.0,119186.0,151391,116947,266664,-32205.0
104410109,2025,GEBZE TEKNİK ÜNİVERSİTESİ,Çevre Mühendisliği (İngilizce),156376.0,133052.0,135905,124712,251178,-2853.0
104410118,2025,GEBZE TEKNİK ÜNİVERSİTESİ,Fizik (İngilizce),156045.0,135555.0,143209,126097,252023,-7654.0
104410127,2025,GEBZE TEKNİK ÜNİVERSİTESİ,Matematik (İngilizce),132407.0,119074.0,120522,105499,233171,-1448.0
104410136,2025,GEBZE TEKNİK ÜNİVERSİTESİ,Moleküler Biyoloji ve Genetik (İngilizce),66898.0,68977.0,63494,52029,201501,5483.0
104410145,2025,GEBZE TEKNİK ÜNİVERSİTESİ,İktisat,209922.0,140645.0,168334,135182,295982,-27689.0
104410154,2025,GEBZE TEKNİK ÜNİVERSİTESİ,Şehir ve Bölge Planlama,305515.0,248884.0,264351,226383,432957,-15467.0
104410163,2025,GEBZE TEKNİK ÜNİVERSİTESİ,Biyomühendislik (İngilizce),87077.0,78548.0,81368,69932,207392,-2820.0
104410172,2025,GEBZE TEKNİK ÜNİVERSİTESİ,Harita Mühendisliği,248565.0,190766.0,204140,179701,358994,-13374.0
104410181,2025,GEBZE TEKNİK ÜNİVERSİTESİ,Kimya Mühendisliği (İngilizce),62437.0,52495.0,57970,48491,195615,-5475.0
104410199,2025,GEBZE TEKNİK ÜNİVERSİTESİ,Makine Mühendisliği (İngilizce),42798.0,36572.0,37992,34722,184525,-1420.0
104410206,2025,GEBZE TEKNİK ÜNİVERSİTESİ,Kimya (İngilizce),102890.0,97068.0,100518,82733,215595,-3450.0
104410207,2025,GEBZE TEKNİK ÜNİVERSİTESİ,Bilgisayar Mühendisliği (İngilizce),13973.0,22294.0,16261,10272,181178,6033.0
104410208,2025,GEBZE TEKNİK ÜNİVERSİTESİ,İnşaat Mühendisliği (İngilizce),132643.0,110377.0,116744,102080,229380,-6367.0
104410209,2025,GEBZE TEKNİK ÜNİVERSİTESİ,Endüstri Mühendisliği (İngilizce),29719.0,34246.0,31719,24234,185691,2527.0
104410210,2025,GEBZE TEKNİK ÜNİVERSİTESİ,Uçak Mühendisliği (İngilizce),16089.0,15576.0,15948,12557,181900,-372.0
104410217,2025,GEBZE TEKNİK ÜNİVERSİTESİ,Siber Güvenlik Analistliği ve Operatörlüğü,127718.0,122400.0,135657,101743,271891,-13257.0
104410224,2025,GEBZE TEKNİK ÜNİVERSİTESİ,Uçak Mühendisliği (İngilizce) (KKTC Uyruklu),78182.0,206645.0,127569,62292,287912,79076.0
104410231,2025,GEBZE TEKNİK ÜNİVERSİTESİ,Siber Güvenlik Analistliği ve Operatörlüğü (KKTC Uyruklu),386718.0,,402784,225228,744297,
104500262,2025,GİRESUN ÜNİVERSİTESİ,Tıbbi Veri İşleme Teknikerliği,561841.0,470178.0,488414,406635,622584,-18236.0
104510029,2025,GİRESUN ÜNİVERSİTESİ,Okul Öncesi Öğretmenliği,23884.0,24140.0,25114,14847,199024,-974.0
104510038,2025,GİRESUN ÜNİVERSİTESİ,Rehberlik ve Psikolojik Danışmanlık,157264.0,166220.0,153465,121466,263960,12755.0
104510047,2025,GİRESUN ÜNİVERSİTESİ,Sınıf Öğretmenliği,130329.0,115004.0,116636,101372,258141,-1632.0
104510056,2025,GİRESUN ÜNİVERSİTESİ,Sosyal Bilgiler Öğretmenliği,130712.0,278202.0,147972,91470,287609,130230.0
104510065,2025,GİRESUN ÜNİVERSİTESİ,Türkçe Öğretmenliği,46488.0,100515.0,58577,29753,229773,41938.0
104510074,2025,GİRESUN ÜNİVERSİTESİ,Biyoloji,540653.0,497078.0,493957,409679,658107,3121.0
104510108,2025,GİRESUN ÜNİVERSİTESİ,Tarih,429952.0,476411.0,504225,320585,671686,-27814.0
104510117,2025,GİRESUN ÜNİVERSİTESİ,Türk Dili ve Edebiyatı,342407.0,439630.0,349363,245153,518716,90267.0
104510126,2025,GİRESUN ÜNİVERSİTESİ,İktisat,982819.0,716388.0,763993,651375,1000172,-47605.0
104510153,2025,GİRESUN ÜNİVERSİTESİ,İşletme,790429.0,593198.0,635307,567555,870052,-42109.0
104510162,2025,GİRESUN ÜNİVERSİTESİ,Coğrafya,426522.0,452574.0,389027,274358,530848,63547.0
104510189,2025,GİRESUN ÜNİVERSİTESİ,Tıp,27427.0,24066.0,27487,23671,193637,-3421.0
104510198,2025,GİRESUN ÜNİVERSİTESİ,Matematik,400020.0,381655.0,385618,307700,590790,-3963.0
104510205,2025,GİRESUN ÜNİVERSİTESİ,Hemşirelik,205857.0,173836.0,186353,154118,286938,-12517.0
104510214,2025,GİRESUN ÜNİVERSİTESİ,Ebelik,243428.0,213343.0,216982,192389,355436,-3639.0
104510259,2025,GİRESUN ÜNİVERSİTESİ,Gıda Teknolojisi,980758.0,913293.0,856116,671311,1023994,57177.0
104510268,2025,GİRESUN ÜNİVERSİTESİ,Uluslararası İlişkiler,918207.0,692153.0,707764,607698,926168,-15611.0
104510311,2025,GİRESUN ÜNİVERSİTESİ,Halkla İlişkiler ve Tanıtım,859428.0,606443.0,657086,515833,866673,-50643.0
104510329,2025,GİRESUN ÜNİVERSİTESİ,"Radyo, Televizyon ve Sinema",840841.0,611404.0,668417,525950,852387,-57013.0
104510365,2025,GİRESUN ÜNİVERSİTESİ,Sosyoloji,991177.0,816509.0,812304,652491,963108,4205.0
104510374,2025,GİRESUN ÜNİVERSİTESİ,Siyaset Bilimi ve Kamu Yönetimi,881406.0,667403.0,662990,572809,873521,4413.0
104510383,2025,GİRESUN ÜNİVERSİTESİ,Gazetecilik,926050.0,714104.0,712218,584282,928603,1886.0
104510392,2025,GİRESUN ÜNİVERSİTESİ,Elektrik-Elektronik Mühendisliği,289123.0,242279.0,248676,213966,385815,-6397.0
104510435,2025,GİRESUN ÜNİVERSİTESİ,İngiliz Dili ve Edebiyatı (İngilizce),40328.0,34302.0,35317,29868,183689,-1015.0
104550082,2025,GİRESUN ÜNİVERSİTESİ,Bankacılık ve Sigortacılık,1786028.0,1334927.0,1314950,934892,1569153,19977.0
104550425,2025,GİRESUN ÜNİVERSİTESİ,Bankacılık ve Sigortacılık,1866829.0,1447313.0,1455765,991745,1605526,-8452.0
104550497,2025,GİRESUN ÜNİVERSİTESİ,Çocuk Gelişimi,1271754.0,1022909.0,992280,772407,1118863,30629.0
104550558,2025,GİRESUN ÜNİVERSİTESİ,Halkla İlişkiler ve Tanıtım,1945443.0,1697138.0,1697303,1063524,1766288,-165.0
104550601,2025,GİRESUN ÜNİVERSİTESİ,Muhasebe ve Vergi Uygulamaları,1856065.0,1441856.0,1472176,1008525,1614015,-30320.0
104550691,2025,GİRESUN ÜNİVERSİTESİ,Turizm ve Seyahat Hizmetleri,1815829.0,1542114.0,1480104,1023308,1569381,62010.0
104550734,2025,GİRESUN ÜNİVERSİTESİ,Bilgisayar Programcılığı,1195923.0,1086841.0,1038438,802327,1178583,48403.0
104550831,2025,GİRESUN ÜNİVERSİTESİ,Tıbbi Laboratuvar Teknikleri,615976.0,497457.0,509017,455375,657821,-11560.0
104550849,2025,GİRESUN ÜNİVERSİTESİ,Özel Güvenlik ve Koruma,1402658.0,1276925.0,1185751,883087,1384729,91174.0
104550885,2025,GİRESUN ÜNİVERSİTESİ,Sivil Savunma ve İtfaiyecilik,1071031.0,871490.0,952512,762882,1099434,-81022.0
104550894,2025,GİRESUN ÜNİVERSİTESİ,Dış Ticaret,1864495.0,1570982.0,1586940,1033856,1688257,-15958.0
104550901,2025,GİRESUN ÜNİVERSİTESİ,Gıda Kalite Kontrolü ve Analizi,1833805.0,1556566.0,1608948,1034307,1705950,-52382.0
104550919,2025,GİRESUN ÜNİVERSİTESİ,Turizm ve Otel İşletmeciliği,1800083.0,1483729.0,1478519,1030166,1564719,5210.0
104550937,2025,GİRESUN ÜNİVERSİTESİ,Tıbbi ve Aromatik Bitkiler,1953763.0,1712057.0,1722435,1077042,1788324,-10378.0
104550946,2025,GİRESUN ÜNİVERSİTESİ,Optisyenlik,732140.0,602590.0,589885,481664,709975,12705.0
104550955,2025,GİRESUN ÜNİVERSİTESİ,Medya ve İletişim,1999408.0,1702057.0,1672205,1066505,1762001,29852.0
104550964,2025,GİRESUN ÜNİVERSİTESİ,Çağrı Merkezi Hizmetleri,1754199.0,1472555.0,1530417,1045366,1651417,-57862.0
104550991,2025,GİRESUN ÜNİVERSİTESİ,İlk ve Acil Yardım,468485.0,361554.0,367161,317146,459656,-5607.0
104551017,2025,GİRESUN ÜNİVERSİTESİ,Laborant ve Veteriner Sağlık,1238727.0,1110525.0,1066863,816345,1188676,43662.0
104551026,2025,GİRESUN ÜNİVERSİTESİ,Aşçılık,1179077.0,1070800.0,992300,786449,1175792,78500.0
104551035,2025,GİRESUN ÜNİVERSİTESİ,Sağlık Kurumları İşletmeciliği,1506923.0,1134844.0,1147906,874465,1348197,-13062.0
104551044,2025,GİRESUN ÜNİVERSİTESİ,"Elektrik Enerjisi Üretim, İletim ve Dağıtımı (Doğankent)",1652376.0,1388616.0,1445567,977208,1598567,-56951.0
104551053,2025,GİRESUN ÜNİVERSİTESİ,Anestezi,401703.0,370427.0,354118,286022,449649,16309.0
104551089,2025,GİRESUN ÜNİVERSİTESİ,Sosyal Hizmetler,1487249.0,1218660.0,1121643,854004,1332097,97017.0
104590082,2025,GİRESUN ÜNİVERSİTESİ,Fizyoterapi,685029.0,575278.0,572456,466008,656070,2822.0
104590084,2025,GİRESUN ÜNİVERSİTESİ,Diyaliz,697991.0,583009.0,600028,499767,717026,-17019.0
104590091,2025,GİRESUN ÜNİVERSİTESİ,Çocuk Gelişimi,978237.0,755806.0,773699,654437,879291,-17893.0
104590096,2025,GİRESUN ÜNİVERSİTESİ,Makine Mühendisliği,291048.0,242315.0,261329,217703,414863,-19014.0
104590099,2025,GİRESUN ÜNİVERSİTESİ,Rekreasyon Yönetimi,933012.0,806761.0,802585,616657,955244,4176.0
104590102,2025,GİRESUN ÜNİVERSİTESİ,İnşaat Teknolojisi,1856655.0,1471300.0,1546362,1018532,1667695,-75062.0
104590114,2025,GİRESUN ÜNİVERSİTESİ,Emlak Yönetimi,1877008.0,1652241.0,1655144,1043497,1756391,-2903.0
104590115,2025,GİRESUN ÜNİVERSİTESİ,Sağlık Kurumları İşletmeciliği,1724672.0,1285703.0,1320096,967493,1536442,-34393.0
104590116,2025,GİRESUN ÜNİVERSİTESİ,Ormancılık ve Orman Ürünleri,967317.0,821149.0,830950,678525,988657,-9801.0
104590120,2025,GİRESUN ÜNİVERSİTESİ,Alternatif Enerji Kaynakları Teknolojisi (Doğankent),1922928.0,1703427.0,1678588,1059998,1749904,24839.0
104590121,2025,GİRESUN ÜNİVERSİTESİ,Posta Hizmetleri,1984755.0,1738283.0,1752344,1123679,1808089,-14061.0
104590122,2025,GİRESUN ÜNİVERSİTESİ,Özel Eğitim Öğretmenliği,10104.0,9500.0,13825,7110,196751,-4325.0
104590123,2025,GİRESUN ÜNİVERSİTESİ,Lojistik Yönetimi,1224361.0,1064918.0,1060895,785668,1216989,4023.0
104590124,2025,GİRESUN ÜNİVERSİTESİ,Bilgisayar Mühendisliği,197606.0,194985.0,196504,149117,285498,-1519.0
104590125,2025,GİRESUN ÜNİVERSİTESİ,Gastronomi ve Mutfak Sanatları,156591.0,126638.0,135569,104124,280265,-8931.0
104590128,2025,GİRESUN ÜNİVERSİTESİ,Finans ve Bankacılık,1100244.0,901509.0,971405,751137,1111329,-69896.0
104590129,2025,GİRESUN ÜNİVERSİTESİ,Lojistik Yönetimi,1119591.0,981707.0,973560,753303,1149450,8147.0
104590131,2025,GİRESUN ÜNİVERSİTESİ,Uluslararası Ticaret ve Finansman,1149791.0,964847.0,1013790,759266,1166815,-48943.0
104590132,2025,GİRESUN ÜNİVERSİTESİ,Acil Durum ve Afet Yönetimi (Yağlıdere),1026163.0,947843.0,924481,735876,1038110,23362.0
104590135,2025,GİRESUN ÜNİVERSİTESİ,Sağlık Kurumları İşletmeciliği,1535833.0,1175902.0,1165325,887168,1377622,10577.0
104590136,2025,GİRESUN ÜNİVERSİTESİ,Tekstil ve Moda Tasarımı,1381504.0,1242909.0,1230337,856249,1344416,12572.0
